name,time,tweets
Bernie Sanders,2016-06-29 13:23:04,We cannot allow ourselves to become used to the fact that we have tens of thousands of children in this country who are homeless.
Bernie Sanders,2016-06-29 01:23:06,Today thousands of undocumented workers face horrific working conditions and they can't fight back because they have no legal rights.
Bernie Sanders,2016-06-28 23:55:28,An important step but we must aggressively transition from ALL fossil fuels and nuclear to sustainable energy. https://t.co/X8IwO8Hkmk
Bernie Sanders,2016-06-28 23:01:09,We must make it clear in the Democratic platform that we're opposed to the TPP getting on the floor of the Congress. https://t.co/IkUaJ1dxNl
Bernie Sanders,2016-06-28 21:59:48,But we don't need change based on the demagogy bigotry and anti-immigrant sentiment that punctuated much of the Leave campaign’s rhetoric.
Bernie Sanders,2016-06-28 21:59:31,The global economy is not working for the majority of people in our country and the world. We need real change.
Bernie Sanders,2016-06-28 21:50:18,RT @nytopinion: .@BernieSanders: The rejection of globalization that powered Brexit could happen in the U.S. https://t.co/NNKVOu6YOL https:…
Bernie Sanders,2016-06-28 21:10:19,The Democratic Party needs to make clear that we stand with those who are struggling and who have been left behind. https://t.co/FXAErMrRq1
Bernie Sanders,2016-06-28 19:41:36,The United States of America should not treat Puerto Rico like a colony. That's not a radical idea.
Bernie Sanders,2016-06-28 18:55:24,"Physics is a poor negotiating partner. It does not compromise and it is uninterested in battleground states." https://t.co/hs5KURIEvm
Bernie Sanders,2016-06-28 17:40:30,When we talk about the measure of a “great nation” it’s not the number of billionaires but how we treat the most vulnerable amongst us.
Bernie Sanders,2016-06-28 15:17:04,.@EricKingsonNY is a long-time fighter to protect Social Security. Help him win his primary in New York today: https://t.co/H9J7gJI7UY
Bernie Sanders,2016-06-28 14:58:53,RT @GunnelsWarren: We will work with a large grassroots movement in support of an amendment to the Democratic platform to #StopTPP. https:/…
Bernie Sanders,2016-06-28 13:27:24,We must end our grotesque level of income and wealth inequality whereby 20 individuals own more wealth than the bottom half of America.
Bernie Sanders,2016-06-28 01:53:04,They tell us the only thing we can get is incremental change. We tell them: no thanks. We're thinking big and demanding real change.
Bernie Sanders,2016-06-28 00:06:07,This political revolution is not about Bernie Sanders or anybody else. It's about you and millions of voters. You are the revolutionaries.
Bernie Sanders,2016-06-27 23:07:04,Every year air pollution is responsible for 6.5 million deaths and it's getting worse. We must take bold action NOW. https://t.co/SgA67gO0X4
Bernie Sanders,2016-06-27 19:55:28,Help create real change by electing progressives with congressional primaries tomorrow. Call voters in New York: https://t.co/BQB1JRXkRj
Bernie Sanders,2016-06-27 17:34:04,What do we want? We want a government of the people by the people and for the people. https://t.co/8rb17aaOf2
Bernie Sanders,2016-06-27 16:02:12,Today SCOTUS reaffirmed a woman's access to a safe and legal abortion as a constitutional right. A victory for women across America.
Bernie Sanders,2016-06-27 13:57:47,It is wrong that women are paid less than men for doing the same work. We've gotta move forward and pass the Paycheck Fairness Act into law.
Bernie Sanders,2016-06-27 01:34:03,The American people are angry. But we must not succumb to the bigotry and divisiveness of Donald Trump and others like him.
